,PSRAID,COUNTRY,Trust0,Trust1,Arrogance0,Arrogance1,Compassion0,Compassion1,Gender,Age
1153,103665,France,Germany,Greece,Italy,Czech Republic,Great Britain/United Kingdom,Spain,Female,18-29
1154,103666,France,Sweden,Greece,Spain,France,France,Spain,Female,50-64
1155,103667,France,Germany,Italy,France,Greece,Germany,France,Male,18-29
1156,103668,France,Sweden,Greece,France,Germany,Poland,Great Britain/United Kingdom,Male,18-29
1157,103669,France,France,Germany,Belgium,France,Italy,Austria,Male,18-29
1158,103670,France,France,Great Britain/United Kingdom,France,Greece,Greece,Germany,Female,50-64
1159,103671,France,Germany,Great Britain/United Kingdom,Great Britain/United Kingdom,Spain,Belgium,Great Britain/United Kingdom,Male,50-64
1160,103672,France,Germany,Great Britain/United Kingdom,Great Britain/United Kingdom,Greece,Germany,Great Britain/United Kingdom,Male,30-49
1161,103673,France,Don't know,Don't know,Don't know,Don't know,France,Don't know,Female,30-49
1162,103674,France,Germany,Greece,France,Spain,Italy,Germany,Female,50-64
1163,103675,France,Don't know,Don't know,Don't know,Don't know,Germany,Great Britain/United Kingdom,Female,30-49
1164,103676,France,France,Great Britain/United Kingdom,Great Britain/United Kingdom,Germany,None,Great Britain/United Kingdom,Male,18-29
1165,103677,France,Sweden,Italy,France,Germany,Ireland,Great Britain/United Kingdom,Female,18-29
1166,103678,France,Germany,Refused,France,Germany,None,Don't know,Male,50-64
1167,103679,France,France,Germany,Germany,Belgium,Don't know,Germany,Female,50-64
1168,103680,France,France,Don't know,France,Don't know,Don't know,Don't know,Female,30-49
1169,103681,France,Germany,Spain,Italy,Portugal,Belgium,Great Britain/United Kingdom,Female,65+
1170,103682,France,Germany,Italy,Italy,Portugal,Don't know,Great Britain/United Kingdom,Male,30-49
1171,103683,France,France,Don't know,Great Britain/United Kingdom,Italy,Spain,Great Britain/United Kingdom,Male,50-64
1172,103684,France,None,None,France,Great Britain/United Kingdom,Great Britain/United Kingdom,France,Female,30-49
1173,103685,France,Luxembourg,Romania,Great Britain/United Kingdom,Germany,France,Denmark,Male,18-29
1174,103686,France,Germany,Greece,France,Italy,Don't know,Don't know,Female,65+
1175,103687,France,Germany,Greece,Great Britain/United Kingdom,Belgium,Belgium,Germany,Male,65+
1176,103688,France,France,Estonia,France,Germany,Spain,Lithuania,Male,30-49
1177,103689,France,Sweden,Poland,Italy,Ireland,Great Britain/United Kingdom,Portugal,Male,18-29
1178,103690,France,Sweden,Italy,Germany,Belgium,Spain,Great Britain/United Kingdom,Male,50-64
1179,103691,France,Germany,Great Britain/United Kingdom,None,Germany,Spain,None,Male,50-64
1180,103692,France,Sweden,None,France,Spain,Spain,Germany,Female,30-49
1181,103693,France,Germany,Romania,Don't know,Don't know,France,Romania,Male,50-64
1182,103694,France,Germany,Italy,France,Belgium,Belgium,Germany,Female,30-49
1183,103695,France,Germany,Spain,Greece,Luxembourg,Sweden,Greece,Female,18-29
1184,103696,France,Spain,Great Britain/United Kingdom,Great Britain/United Kingdom,Germany,France,Great Britain/United Kingdom,Female,18-29
1185,103697,France,Germany,Italy,France,Belgium,France,Germany,Male,30-49
1186,103698,France,Sweden,Don't know,Don't know,Sweden,France,Hungary,Male,50-64
1187,103699,France,France,Spain,Italy,France,France,Spain,Male,18-29
1188,103700,France,Denmark,Italy,Italy,Denmark,Finland,Great Britain/United Kingdom,Male,50-64
1189,103701,France,Germany,Slovenia,France,Germany,Don't know,Austria,Female,30-49
1190,103702,France,Germany,Romania,Spain,Netherlands,France,Romania,Male,18-29
1191,103703,France,Great Britain/United Kingdom,Italy,Italy,Germany,France,Don't know,Female,30-49
1192,103704,France,Germany,Italy,Italy,Portugal,Great Britain/United Kingdom,Sweden,Female,30-49
1193,103705,France,Germany,Greece,Germany,Spain,Sweden,Germany,Female,50-64
1194,103706,France,Germany,Greece,Germany,Portugal,Belgium,Austria,Male,65+
1195,103707,France,Denmark,Italy,Germany,Poland,Germany,Great Britain/United Kingdom,Male,18-29
1196,103708,France,Germany,Italy,France,Spain,None,Great Britain/United Kingdom,Male,30-49
1197,103709,France,Spain,Great Britain/United Kingdom,Germany,France,Greece,Germany,Male,50-64
1198,103710,France,Sweden,Poland,France,Denmark,Sweden,Great Britain/United Kingdom,Male,30-49
1199,103711,France,France,Spain,Germany,France,France,Spain,Female,30-49
1200,103712,France,France,Don't know,Don't know,Don't know,Don't know,Don't know,Male,18-29
1201,103713,France,Don't know,Don't know,Don't know,Don't know,Germany,Don't know,Male,65+
1202,103714,France,France,Italy,Italy,Portugal,Sweden,Italy,Female,50-64
1203,103715,France,Luxembourg,Portugal,Spain,Belgium,Belgium,Great Britain/United Kingdom,Male,30-49
1204,103716,France,France,Great Britain/United Kingdom,Great Britain/United Kingdom,Belgium,France,Great Britain/United Kingdom,Male,30-49
1205,103717,France,Denmark,Italy,Belgium,Germany,France,Belgium,Female,65+
1206,103718,France,Great Britain/United Kingdom,Slovakia,France,Spain,None,Germany,Female,30-49
1207,103719,France,Belgium,France,Greece,Belgium,Belgium,Germany,Female,18-29
1208,103720,France,Sweden,Italy,Luxembourg,Great Britain/United Kingdom,Germany,Great Britain/United Kingdom,Female,18-29
1209,103721,France,Netherlands,Spain,Germany,Netherlands,Netherlands,Italy,Male,18-29
1210,103722,France,Germany,Greece,France,Spain,Spain,Great Britain/United Kingdom,Male,30-49
1211,103723,France,Italy,Romania,Great Britain/United Kingdom,Spain,France,Germany,Male,18-29
1212,103724,France,Germany,Don't know,Germany,Spain,France,Great Britain/United Kingdom,Female,18-29
1213,103725,France,Germany,France,France,Great Britain/United Kingdom,Germany,France,Female,30-49
1214,103726,France,Germany,Portugal,Italy,France,France,Germany,Female,65+
1215,103727,France,Germany,Greece,Great Britain/United Kingdom,France,Italy,Netherlands,Male,30-49
1216,103728,France,Don't know,Don't know,Don't know,France,France,Don't know,Female,30-49
1217,103729,France,Germany,Greece,Don't know,Germany,Spain,Great Britain/United Kingdom,Male,50-64
1218,103730,France,Spain,France,France,Belgium,Belgium,Italy,Male,18-29
1219,103731,France,Germany,Italy,Great Britain/United Kingdom,Poland,Sweden,Great Britain/United Kingdom,Female,18-29
1220,103732,France,France,Greece,Italy,France,France,Spain,Male,18-29
1221,103733,France,Germany,Spain,Italy,Greece,Spain,Great Britain/United Kingdom,Male,50-64
1222,103734,France,France,Greece,Germany,Portugal,Spain,Germany,Female,18-29
1223,103735,France,Great Britain/United Kingdom,Italy,Germany,Spain,Great Britain/United Kingdom,Spain,Female,18-29
1224,103736,France,France,Spain,Great Britain/United Kingdom,Germany,France,Germany,Male,30-49
1225,103737,France,Germany,Italy,Great Britain/United Kingdom,Spain,France,Great Britain/United Kingdom,Male,30-49
1226,103738,France,Germany,Greece,France,Sweden,France,Italy,Female,30-49
1227,103739,France,Finland,Great Britain/United Kingdom,Great Britain/United Kingdom,Portugal,France,Germany,Female,50-64
1228,103740,France,None,None,France,None,None,None,Male,18-29
1229,103741,France,France,Great Britain/United Kingdom,Italy,Sweden,Germany,Great Britain/United Kingdom,Male,50-64
1230,103742,France,France,Italy,Germany,France,Great Britain/United Kingdom,France,Female,18-29
1231,103743,France,Germany,Great Britain/United Kingdom,Italy,Denmark,Portugal,Great Britain/United Kingdom,Male,50-64
1232,103744,France,Germany,France,France,Spain,Spain,France,Female,18-29
1233,103745,France,Germany,Don't know,Great Britain/United Kingdom,France,Belgium,Spain,Female,30-49
1234,103746,France,Germany,Lithuania,Great Britain/United Kingdom,Spain,Portugal,France,Male,18-29
1235,103747,France,Germany,Greece,France,Germany,France,Germany,Female,50-64
1236,103748,France,Sweden,Don't know,Great Britain/United Kingdom,Sweden,Belgium,Germany,Male,18-29
1237,103749,France,Germany,Greece,Great Britain/United Kingdom,France,Spain,Germany,Female,30-49
1238,103750,France,Germany,France,France,Germany,Don't know,Great Britain/United Kingdom,Male,30-49
1239,103751,France,France,Germany,Denmark,Belgium,France,Poland,Male,50-64
1240,103752,France,Germany,Greece,Don't know,Don't know,Don't know,Don't know,Female,30-49
1241,103753,France,Poland,Great Britain/United Kingdom,Italy,Belgium,Sweden,Great Britain/United Kingdom,Male,18-29
1242,103754,France,Germany,Great Britain/United Kingdom,Great Britain/United Kingdom,Spain,Spain,Great Britain/United Kingdom,Female,30-49
1243,103755,France,Germany,Spain,Great Britain/United Kingdom,Italy,Spain,Germany,Male,18-29
1244,103756,France,Germany,Spain,Portugal,Germany,Germany,Italy,Male,18-29
1245,103757,France,France,Germany,Belgium,Spain,Great Britain/United Kingdom,Slovenia,Female,30-49
1246,103758,France,Germany,Spain,France,Germany,Germany,Great Britain/United Kingdom,Male,18-29
1247,103759,France,France,Spain,Don't know,Spain,France,Italy,Female,50-64
1248,103760,France,Germany,Greece,France,Belgium,Belgium,France,Female,18-29
1249,103761,France,Germany,Spain,Italy,France,France,Italy,Female,30-49
1250,103762,France,Germany,Romania,France,Czech Republic,Portugal,Germany,Female,50-64
1251,103763,France,Germany,Spain,Great Britain/United Kingdom,Sweden,Germany,France,Female,30-49
1252,103764,France,Italy,Spain,Germany,France,France,Spain,Male,18-29
1253,103765,France,Germany,Greece,France,Belgium,France,Germany,Male,30-49
1254,103766,France,Great Britain/United Kingdom,Greece,Sweden,Portugal,Great Britain/United Kingdom,Austria,Male,65+
1255,103767,France,Italy,Don't know,Italy,Spain,Spain,Germany,Male,30-49
1256,103768,France,Germany,Greece,France,Don't know,Germany,Spain,Male,18-29
1257,103769,France,Germany,Spain,Germany,Italy,Portugal,Germany,Female,30-49
1258,103770,France,Germany,Italy,France,Spain,Spain,Great Britain/United Kingdom,Male,30-49
1259,103771,France,France,Great Britain/United Kingdom,Great Britain/United Kingdom,Denmark,France,Great Britain/United Kingdom,Female,50-64
1260,103772,France,Sweden,Italy,None,None,Portugal,None,Male,65+
1261,103773,France,Spain,Germany,Italy,France,France,Germany,Female,30-49
1262,103774,France,France,Poland,France,Austria,Belgium,Italy,Female,50-64
1263,103775,France,Germany,Portugal,Great Britain/United Kingdom,Italy,Spain,France,Female,30-49
1264,103776,France,France,Don't know,France,Germany,Germany,France,Male,18-29
1265,103777,France,None,Don't know,France,France,Don't know,Don't know,Male,30-49
1266,103778,France,Great Britain/United Kingdom,Portugal,France,Great Britain/United Kingdom,Spain,France,Male,30-49
1267,103779,France,Germany,Romania,France,Germany,France,Great Britain/United Kingdom,Female,30-49
1268,103780,France,Germany,Greece,Germany,Italy,France,Germany,Female,50-64
1269,103781,France,Great Britain/United Kingdom,Netherlands,France,Sweden,Great Britain/United Kingdom,Italy,Male,30-49
1270,103782,France,Germany,Greece,Great Britain/United Kingdom,Spain,France,Great Britain/United Kingdom,Male,30-49
1271,103783,France,France,Greece,Great Britain/United Kingdom,Belgium,Don't know,Don't know,Female,30-49
1272,103784,France,Denmark,Italy,Great Britain/United Kingdom,Slovenia,France,Germany,Male,30-49
1273,103785,France,Sweden,None,None,Czech Republic,None,Great Britain/United Kingdom,Male,30-49
1274,103786,France,Germany,Spain,Great Britain/United Kingdom,Portugal,Italy,Belgium,Male,50-64
1275,103787,France,France,Italy,Great Britain/United Kingdom,Spain,France,Germany,Male,30-49
1276,103788,France,Spain,Italy,France,Greece,Spain,Germany,Male,18-29
1277,103789,France,Germany,Greece,Great Britain/United Kingdom,Germany,Germany,Great Britain/United Kingdom,Male,18-29
1278,103790,France,Belgium,Spain,Germany,Portugal,Sweden,Italy,Female,30-49
1279,103791,France,Denmark,Italy,France,Spain,Don't know,Great Britain/United Kingdom,Male,65+
1280,103792,France,Great Britain/United Kingdom,France,Italy,Germany,None,None,Female,18-29
1281,103793,France,Germany,Greece,France,Sweden,France,Germany,Female,30-49
1282,103794,France,Denmark,Don't know,Don't know,Belgium,France,Spain,Male,30-49
1283,103795,France,Sweden,Greece,Italy,Sweden,Sweden,Greece,Male,30-49
1284,103796,France,Luxembourg,Romania,France,Don't know,None,Don't know,Female,30-49
1285,103797,France,Germany,Greece,Great Britain/United Kingdom,Spain,Poland,Italy,Male,30-49
1286,103798,France,Great Britain/United Kingdom,Greece,Germany,Netherlands,None,Italy,Male,18-29
1287,103799,France,Belgium,France,France,Spain,Italy,France,Female,30-49
1288,103800,France,Germany,Greece,Romania,Belgium,Germany,Greece,Female,65+
1289,103801,France,France,Great Britain/United Kingdom,Great Britain/United Kingdom,Belgium,Belgium,Great Britain/United Kingdom,Male,50-64
1290,103802,France,Germany,France,France,Germany,Great Britain/United Kingdom,France,Female,18-29
1291,103803,France,France,Greece,Greece,France,Germany,Greece,Male,30-49
1292,103804,France,Germany,Spain,Great Britain/United Kingdom,Sweden,Portugal,Italy,Male,50-64
1293,103805,France,Germany,Great Britain/United Kingdom,Great Britain/United Kingdom,Denmark,Spain,Germany,Female,18-29
1294,103806,France,Germany,Greece,Italy,France,France,Great Britain/United Kingdom,Female,30-49
1295,103807,France,Germany,Greece,France,Finland,France,Germany,Male,18-29
1296,103808,France,Germany,Romania,Italy,France,Spain,Romania,Female,18-29
1297,103809,France,Denmark,Greece,Great Britain/United Kingdom,Spain,Germany,Great Britain/United Kingdom,Female,18-29
1298,103810,France,Germany,Spain,Belgium,Germany,France,France,Female,65+
1299,103811,France,Germany,Italy,France,Sweden,France,Great Britain/United Kingdom,Male,30-49
1300,103812,France,Germany,France,Great Britain/United Kingdom,Germany,Germany,France,Male,18-29
1301,103813,France,Germany,Greece,Germany,Spain,France,Germany,Female,18-29
1302,103814,France,Germany,Italy,Great Britain/United Kingdom,Belgium,France,Great Britain/United Kingdom,Male,30-49
1303,103815,France,Germany,Italy,Italy,Belgium,Spain,Germany,Male,18-29
1304,103816,France,Germany,Italy,France,Germany,Denmark,Spain,Male,50-64
1305,103817,France,Germany,Great Britain/United Kingdom,Greece,France,France,Greece,Male,50-64
1306,103818,France,Great Britain/United Kingdom,Spain,Germany,Austria,Belgium,Germany,Female,18-29
1307,103819,France,Germany,Greece,France,Sweden,France,Great Britain/United Kingdom,Male,50-64
1308,103820,France,Germany,Italy,France,Spain,Germany,France,Female,18-29
1309,103821,France,Germany,Greece,Italy,France,France,Germany,Male,30-49
1310,103822,France,Germany,Don't know,Germany,France,Spain,Germany,Female,50-64
1311,103823,France,Don't know,Greece,Italy,Great Britain/United Kingdom,Spain,France,Female,18-29
1312,103824,France,Germany,Italy,France,Spain,Germany,France,Female,30-49
1313,103825,France,France,Belgium,Belgium,Germany,Germany,Belgium,Male,30-49
1314,103826,France,Portugal,Greece,Italy,Finland,France,Spain,Male,30-49
1315,103827,France,Don't know,Don't know,France,Don't know,Don't know,Don't know,Female,50-64
1316,103828,France,Sweden,Romania,France,Belgium,Portugal,Greece,Male,30-49
1317,103829,France,Germany,Great Britain/United Kingdom,Great Britain/United Kingdom,Spain,Germany,Great Britain/United Kingdom,Female,30-49
1318,103830,France,Sweden,Germany,Germany,Sweden,Italy,Germany,Male,30-49
1319,103831,France,Germany,Greece,Italy,Italy,Spain,Netherlands,Male,18-29
1320,103832,France,Germany,Italy,France,Germany,Spain,France,Male,18-29
1321,103833,France,France,Don't know,Romania,Italy,Spain,Romania,Female,30-49
1322,103834,France,Germany,France,France,Luxembourg,Belgium,France,Female,30-49
1323,103835,France,Germany,France,Belgium,None,Germany,France,Male,30-49
1324,103836,France,France,Spain,Spain,France,France,Spain,Female,18-29
1325,103837,France,Germany,Greece,France,Ireland,France,Great Britain/United Kingdom,Male,18-29
1326,103838,France,Germany,Greece,Great Britain/United Kingdom,France,Spain,Italy,Female,50-64
1327,103839,France,Don't know,Don't know,Germany,Spain,Belgium,Great Britain/United Kingdom,Male,50-64
1328,103840,France,Don't know,Germany,Great Britain/United Kingdom,Italy,Germany,Great Britain/United Kingdom,Male,50-64
1329,103841,France,Sweden,Greece,Great Britain/United Kingdom,Ireland,Belgium,France,Female,50-64
