PSRAID,COUNTRY,Trust0,Trust1,Arrogance0,Arrogance1,Compassion0,Compassion1,Gender,Age
104498,Germany,Sweden,Greece,Italy,Netherlands,France,Austria,Female,61
104499,Germany,Netherlands,Greece,Spain,Portugal,Germany,Bulgaria,Female,70
104500,Germany,Finland,Cyprus,Don't know,Don't know,Don't know,Don't know,Male,80
104501,Germany,Greece,France,France,Greece,Greece,France,Male,50
104502,Germany,Sweden,Romania,France,Sweden,Don't know,Don't know,Female,50
104503,Germany,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,61
104504,Germany,Germany,Greece,Greece,Hungary,Germany,Italy,Female,55
104505,Germany,Don't know,Don't know,Great Britain/United Kingdom,Belgium,Spain,Germany,Male,66
104506,Germany,Don't know,Don't know,Germany,Spain,None,None,Female,74
104507,Germany,Germany,Bulgaria,Great Britain/United Kingdom,Italy,Netherlands,Poland,Male,77
104508,Germany,Germany,Romania,Great Britain/United Kingdom,Netherlands,Germany,Great Britain/United Kingdom,Male,83
104509,Germany,Don't know,Don't know,None,None,None,None,Female,71
104510,Germany,Don't know,Romania,Great Britain/United Kingdom,Netherlands,Germany,Don't know,Female,75
104511,Germany,Germany,Greece,Greece,Spain,Germany,Greece,Female,69
104512,Germany,None,None,None,None,None,None,Female,62
104513,Germany,Germany,Don't know,Italy,Don't know,Don't know,Don't know,Male,23
104514,Germany,Denmark,Don't know,Germany,Don't know,Don't know,Don't know,Female,58
104515,Germany,Sweden,None,Germany,Refused,Sweden,None,Female,66
104516,Germany,Germany,Greece,Spain,Italy,France,Great Britain/United Kingdom,Female,79
104517,Germany,Germany,Great Britain/United Kingdom,France,Spain,Netherlands,Italy,Male,21
104518,Germany,France,Great Britain/United Kingdom,Italy,Netherlands,Austria,France,Male,52
104519,Germany,Ireland,Don't know,Great Britain/United Kingdom,Ireland,Don't know,Don't know,Male,61
104520,Germany,Germany,Italy,France,Don't know,Don't know,Don't know,Female,34
104521,Germany,Luxembourg,Romania,Great Britain/United Kingdom,Netherlands,Germany,France,Male,60
104522,Germany,Germany,Don't know,Great Britain/United Kingdom,Germany,Don't know,Don't know,Female,60
104523,Germany,Luxembourg,Italy,Germany,Portugal,Italy,Germany,Male,45
104524,Germany,Germany,Don't know,Germany,Italy,Italy,Germany,Male,20
104525,Germany,None,France,Great Britain/United Kingdom,Netherlands,Italy,Germany,Female,26
104526,Germany,France,Italy,Don't know,Spain,Don't know,Great Britain/United Kingdom,Female,65
104527,Germany,Denmark,Romania,Great Britain/United Kingdom,Sweden,Belgium,Luxembourg,Female,26
104528,Germany,Austria,Greece,Italy,Austria,Don't know,Don't know,Male,42
104529,Germany,None,None,Germany,Greece,Don't know,Don't know,Female,62
104530,Germany,Sweden,Lithuania,France,Lithuania,Finland,Bulgaria,Male,43
104531,Germany,France,Sweden,France,Germany,Italy,Don't know,Female,37
104532,Germany,Germany,Romania,France,Germany,Germany,Romania,Male,76
104533,Germany,Germany,Great Britain/United Kingdom,Great Britain/United Kingdom,Greece,Finland,France,Male,19
104534,Germany,Germany,Don't know,Great Britain/United Kingdom,Don't know,Don't know,Don't know,Female,32
104535,Germany,None,None,Germany,Greece,Sweden,Germany,Male,31
104536,Germany,Great Britain/United Kingdom,Italy,France,Don't know,Don't know,Don't know,Male,24
104537,Germany,Netherlands,Italy,Germany,Netherlands,Netherlands,Italy,Male,38
104538,Germany,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,39
104539,Germany,Germany,Greece,France,Germany,Italy,France,Female,18
104540,Germany,Germany,Italy,Great Britain/United Kingdom,Spain,Don't know,Great Britain/United Kingdom,Male,51
104541,Germany,Germany,Greece,Great Britain/United Kingdom,Spain,Germany,Italy,Male,80
104542,Germany,Germany,Don't know,Don't know,Don't know,Italy,Don't know,Female,42
104543,Germany,Sweden,Italy,France,Sweden,Refused,Don't know,Male,32
104544,Germany,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,54
104545,Germany,Don't know,Don't know,Don't know,Don't know,Greece,Don't know,Female,24
104546,Germany,France,Czech Republic,Greece,France,Spain,Cyprus,Male,78
104547,Germany,Don't know,Italy,Italy,Poland,Poland,Great Britain/United Kingdom,Female,63
104548,Germany,Germany,Greece,Great Britain/United Kingdom,Netherlands,France,Great Britain/United Kingdom,Male,32
104549,Germany,Sweden,Italy,France,Netherlands,Don't know,Great Britain/United Kingdom,Male,68
104550,Germany,France,Italy,Italy,Spain,France,Poland,Male,38
104551,Germany,Luxembourg,Italy,Italy,Luxembourg,Spain,Netherlands,Male,65
104552,Germany,Germany,Greece,Great Britain/United Kingdom,Germany,Germany,Great Britain/United Kingdom,Male,49
104553,Germany,Germany,Greece,Great Britain/United Kingdom,Germany,Germany,Great Britain/United Kingdom,Female,52
104554,Germany,Don't know,Don't know,Greece,Don't know,Don't know,Don't know,Female,73
104555,Germany,Finland,Italy,France,Sweden,Germany,Great Britain/United Kingdom,Male,30
104556,Germany,Germany,Don't know,Great Britain/United Kingdom,Italy,Refused,Refused,Male,42
104557,Germany,Spain,Greece,Poland,Germany,Germany,Poland,Female,54
104558,Germany,Sweden,Greece,Italy,Sweden,Don't know,Don't know,Female,35
104559,Germany,Germany,Spain,Germany,Spain,Italy,Netherlands,Male,43
104560,Germany,Germany,Italy,Germany,Sweden,Don't know,Hungary,Male,82
104561,Germany,Germany,None,France,Don't know,Don't know,Don't know,Female,53
104562,Germany,Finland,Greece,France,Denmark,Italy,Netherlands,Male,44
104563,Germany,Germany,Don't know,Great Britain/United Kingdom,Don't know,Don't know,Don't know,Male,46
104564,Germany,Netherlands,Germany,Germany,Netherlands,Refused,Refused,Male,43
104565,Germany,Germany,Greece,Greece,France,Germany,Italy,Female,78
104566,Germany,Sweden,Italy,Great Britain/United Kingdom,Portugal,Sweden,Poland,Male,62
104567,Germany,Germany,Refused,Germany,Greece,Portugal,Germany,Female,69
104568,Germany,Don't know,Don't know,Great Britain/United Kingdom,Germany,Don't know,France,Female,69
104569,Germany,Netherlands,Romania,Germany,Bulgaria,Netherlands,Romania,Male,55
104570,Germany,Refused,Refused,Don't know,Refused,Refused,Refused,Female,55
104571,Germany,Denmark,Spain,Germany,Poland,France,Great Britain/United Kingdom,Male,21
104572,Germany,Germany,Italy,Great Britain/United Kingdom,Sweden,Don't know,France,Female,43
104573,Germany,Finland,Italy,Austria,Hungary,Poland,Great Britain/United Kingdom,Male,62
104574,Germany,Don't know,Greece,France,Netherlands,Sweden,Greece,Female,76
104575,Germany,Netherlands,Czech Republic,Italy,Denmark,Germany,Poland,Male,23
104576,Germany,Italy,Don't know,France,Italy,Sweden,Germany,Female,58
104577,Germany,Germany,Poland,Don't know,Germany,Don't know,Don't know,Male,75
104578,Germany,Refused,Refused,Refused,Refused,Refused,Refused,Female,29
104579,Germany,Sweden,Poland,Don't know,Spain,Spain,Don't know,Female,33
104580,Germany,Italy,Romania,Great Britain/United Kingdom,Italy,Germany,Romania,Female,54
104581,Germany,Germany,Italy,Don't know,Don't know,Don't know,Don't know,Female,42
104582,Germany,Germany,Don't know,Refused,Refused,Don't know,Don't know,Male,50
104583,Germany,Germany,Great Britain/United Kingdom,Italy,Germany,Spain,Sweden,Male,58
104584,Germany,Don't know,Italy,Don't know,Don't know,Germany,Don't know,Female,72
104585,Germany,Austria,Romania,Italy,Spain,Italy,Great Britain/United Kingdom,Female,60
104586,Germany,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,62
104587,Germany,Germany,Greece,Italy,Netherlands,Denmark,Italy,Female,66
104588,Germany,Sweden,Greece,Italy,Sweden,Sweden,France,Female,68
104589,Germany,None,Germany,Don't know,Don't know,Don't know,Germany,Female,46
104590,Germany,Germany,Greece,Great Britain/United Kingdom,Germany,Germany,Great Britain/United Kingdom,Male,52
104591,Germany,Don't know,Don't know,Don't know,Germany,Don't know,Don't know,Female,76
104592,Germany,Spain,France,France,Spain,Don't know,Don't know,Female,46
104593,Germany,Germany,Don't know,Don't know,Don't know,Germany,Don't know,Female,40
104594,Germany,Germany,Romania,Don't know,Germany,France,Don't know,Female,40
104595,Germany,Sweden,Don't know,France,Sweden,Don't know,France,Male,39
104596,Germany,Austria,Italy,Sweden,Italy,Netherlands,Great Britain/United Kingdom,Male,37
104597,Germany,Germany,Refused,Refused,Refused,Refused,Refused,Male,53
104598,Germany,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,46
104599,Germany,Germany,Bulgaria,Spain,Germany,Germany,Greece,Male,26
104600,Germany,France,Great Britain/United Kingdom,Great Britain/United Kingdom,France,Don't know,Great Britain/United Kingdom,Female,67
104601,Germany,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,27
104602,Germany,Spain,Greece,Greece,Germany,Germany,Greece,Female,58
104603,Germany,Germany,Italy,Great Britain/United Kingdom,Italy,Italy,Great Britain/United Kingdom,Male,97 or older
104604,Germany,Germany,Hungary,France,Spain,Italy,France,Female,34
104605,Germany,Finland,Italy,France,Austria,Spain,Netherlands,Female,36
104606,Germany,Germany,Romania,France,Germany,Germany,Bulgaria,Female,58
104607,Germany,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,52
104608,Germany,Germany,Greece,Italy,Luxembourg,Germany,Greece,Male,29
104609,Germany,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,70
104610,Germany,Spain,Romania,France,Sweden,Italy,Germany,Male,45
104611,Germany,Germany,Romania,France,Germany,Don't know,Greece,Female,56
104612,Germany,Germany,Don't know,Great Britain/United Kingdom,Germany,Don't know,Don't know,Female,41
104613,Germany,Germany,Greece,France,Belgium,Germany,Italy,Female,44
104614,Germany,Don't know,Spain,Netherlands,Italy,Austria,Poland,Male,54
104615,Germany,Germany,Refused,Refused,Great Britain/United Kingdom,France,Refused,Male,43
104616,Germany,France,Italy,Spain,Poland,Don't know,Don't know,Male,71
104617,Germany,Netherlands,France,France,Germany,Germany,France,Male,81
104618,Germany,Don't know,Don't know,Germany,Don't know,Finland,Don't know,Male,73
104619,Germany,Germany,Greece,Great Britain/United Kingdom,Germany,Germany,France,Female,25
104620,Germany,France,Italy,Great Britain/United Kingdom,None,Germany,Don't know,Female,53
104621,Germany,Spain,Don't know,Don't know,Hungary,Spain,Don't know,Female,32
104622,Germany,Malta,Italy,France,Don't know,Germany,Don't know,Female,50
104623,Germany,Germany,Don't know,Don't know,Don't know,Germany,Don't know,Male,65
104624,Germany,Don't know,Don't know,Great Britain/United Kingdom,Portugal,Germany,Finland,Female,60
104625,Germany,Germany,Refused,Refused,Refused,Refused,Refused,Female,33
104626,Germany,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,44
104627,Germany,None,Don't know,Germany,Don't know,Don't know,Don't know,Female,53
104628,Germany,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,76
104629,Germany,Don't know,Romania,Don't know,Don't know,Greece,Don't know,Female,31
104630,Germany,Luxembourg,Don't know,Don't know,Don't know,Refused,Refused,Female,34
104631,Germany,Germany,Greece,Great Britain/United Kingdom,Greece,Germany,Great Britain/United Kingdom,Male,57
104632,Germany,Germany,Romania,Germany,France,Italy,Don't know,Female,45
104633,Germany,Sweden,Greece,Poland,Netherlands,Denmark,Romania,Male,19
104634,Germany,Germany,Italy,Great Britain/United Kingdom,Latvia,France,Poland,Male,72
104635,Germany,Don't know,Greece,Don't know,Spain,Don't know,Don't know,Female,29
104636,Germany,Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Male,26
104637,Germany,Germany,Italy,Sweden,France,Germany,Greece,Female,49
104638,Germany,Germany,Romania,Don't know,Sweden,Austria,Poland,Male,54
104639,Germany,Sweden,Greece,Don't know,Don't know,Germany,Don't know,Female,68
104640,Germany,France,Czech Republic,Greece,Germany,France,Italy,Male,52
104641,Germany,Germany,Bulgaria,Great Britain/United Kingdom,France,Germany,Great Britain/United Kingdom,Male,84
104642,Germany,Denmark,Greece,Italy,Denmark,France,Germany,Male,19
104643,Germany,Don't know,Don't know,Don't know,Don't know,Germany,Don't know,Female,86
104644,Germany,Estonia,Italy,Great Britain/United Kingdom,Sweden,Refused,Don't know,Female,73
104645,Germany,Italy,Don't know,Spain,Don't know,Germany,Don't know,Female,52
104646,Germany,Austria,Italy,Germany,Finland,Great Britain/United Kingdom,Germany,Female,35
104647,Germany,Germany,Greece,Great Britain/United Kingdom,Austria,Italy,None,Male,40
104648,Germany,Refused,Refused,Refused,Refused,Refused,Refused,Female,67
104649,Germany,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,58
104650,Germany,Germany,Italy,Great Britain/United Kingdom,Latvia,Sweden,Greece,Female,32
104651,Germany,Netherlands,Italy,Don't know,Don't know,Don't know,Don't know,Female,42
104652,Germany,Netherlands,Italy,France,Netherlands,Austria,Germany,Female,53
104653,Germany,France,Netherlands,None,France,Netherlands,Don't know,Male,71
104654,Germany,Germany,Greece,France,Germany,Germany,Greece,Female,44
104655,Germany,Austria,Hungary,Great Britain/United Kingdom,Portugal,Italy,Poland,Male,43
104656,Germany,Austria,Italy,Greece,Czech Republic,Germany,Poland,Female,28
104657,Germany,Germany,Italy,Greece,Netherlands,Germany,France,Male,19
104658,Germany,Austria,Greece,Spain,Luxembourg,Netherlands,Don't know,Male,35
104659,Germany,None,Don't know,Don't know,Don't know,None,Don't know,Male,38
104660,Germany,Germany,Greece,Slovenia,Germany,Germany,Great Britain/United Kingdom,Female,44
104661,Germany,Germany,Poland,Germany,Sweden,Italy,Netherlands,Male,42
104662,Germany,Don't know,Romania,Don't know,Don't know,France,Romania,Female,71
104663,Germany,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,79
104664,Germany,Germany,Italy,Don't know,Don't know,Germany,Great Britain/United Kingdom,Female,52
104665,Germany,Refused,None,None,None,None,None,Female,26
104666,Germany,Germany,Don't know,Don't know,Don't know,Don't know,Don't know,Female,53
104667,Germany,Austria,Poland,None,Don't know,Don't know,Don't know,Male,42
104668,Germany,Germany,Greece,France,Great Britain/United Kingdom,Great Britain/United Kingdom,Germany,Male,18
104669,Germany,Germany,Greece,Italy,Netherlands,France,Italy,Female,31
104670,Germany,Germany,Romania,Greece,Estonia,Germany,Greece,Male,65
104671,Germany,Austria,Italy,France,Spain,Greece,Italy,Female,39
104672,Germany,Germany,Romania,Great Britain/United Kingdom,Germany,Denmark,Great Britain/United Kingdom,Female,71
104673,Germany,Germany,Italy,France,Austria,Germany,France,Female,42
104674,Germany,Austria,France,Great Britain/United Kingdom,Austria,None,Italy,Female,61
104675,Germany,Germany,Greece,Germany,Italy,Austria,Greece,Female,39
104676,Germany,Finland,Bulgaria,Great Britain/United Kingdom,Germany,Germany,Great Britain/United Kingdom,Male,39
104677,Germany,Austria,Spain,Italy,Austria,France,Greece,Female,37
104678,Germany,Netherlands,Italy,France,Denmark,Netherlands,Germany,Male,55
104679,Germany,Don't know,Don't know,Germany,Don't know,Germany,Don't know,Female,49
104680,Germany,Refused,Refused,Refused,Refused,Refused,Refused,Male,19
104681,Germany,Germany,Don't know,Italy,Germany,Don't know,Don't know,Male,52
104682,Germany,Sweden,Greece,Great Britain/United Kingdom,Czech Republic,Netherlands,Great Britain/United Kingdom,Male,28
104683,Germany,Austria,Bulgaria,France,Ireland,Sweden,Italy,Male,75
104684,Germany,Denmark,Bulgaria,France,Netherlands,Germany,Spain,Male,62
104685,Germany,France,Great Britain/United Kingdom,Great Britain/United Kingdom,Austria,Germany,France,Female,56
104686,Germany,Germany,Greece,France,Spain,Italy,Great Britain/United Kingdom,Female,36
104687,Germany,Don't know,Germany,France,Italy,Italy,France,Female,37
104688,Germany,France,Romania,Italy,Sweden,Germany,Romania,Female,25
104689,Germany,Austria,Greece,Great Britain/United Kingdom,Austria,Austria,Greece,Male,50
104690,Germany,Sweden,Belgium,Germany,Don't know,Italy,Don't know,Female,72
104691,Germany,None,Don't know,Germany,Romania,None,Germany,Female,46
104692,Germany,Don't know,Italy,Germany,Spain,Don't know,Don't know,Female,78
104693,Germany,Germany,Romania,Italy,Austria,Don't know,Don't know,Female,43
104694,Germany,Denmark,Italy,Don't know,Austria,Greece,France,Male,70
104695,Germany,Germany,Italy,Greece,Germany,Don't know,Don't know,Male,64
104696,Germany,None,None,None,None,None,None,Female,55
104697,Germany,Germany,Poland,Refused,Germany,Germany,France,Female,54
104698,Germany,Austria,Don't know,Germany,Don't know,Germany,Greece,Male,19
104699,Germany,Sweden,Greece,Spain,Austria,Italy,Germany,Male,48
104700,Germany,Germany,Don't know,Greece,Germany,Germany,Spain,Female,31
